phase,task,method,perturbation_family,level,trials_per_condition,required,notes
simulation,push_block,human_effect_prior,latency,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,latency,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,latency,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,latency,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,action_noise,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,action_noise,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,action_noise,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,action_noise,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,joint_range,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,joint_range,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,joint_range,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,joint_range,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,gripper_limit,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,gripper_limit,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,gripper_limit,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,gripper_limit,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,speed_cap,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,speed_cap,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,speed_cap,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,speed_cap,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,calibration_offset,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,calibration_offset,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,calibration_offset,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,calibration_offset,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,camera_shift,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,camera_shift,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,camera_shift,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,camera_shift,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,payload,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,payload,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,payload,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,payload,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,tool_extension,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,tool_extension,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,tool_extension,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,tool_extension,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,friction_surface,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,friction_surface,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,friction_surface,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,friction_surface,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,compound,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,compound,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,compound,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,human_effect_prior,compound,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,epec,latency,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,epec,latency,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,epec,latency,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,epec,latency,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,epec,action_noise,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,push_block,epec,action_noise,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
